cookie_name,top_level_etld,hold_id,unique_ok,similarity_ok,passed_checkin,source_file
TawkConnectionTime,linkr.bio,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_EP5LSFL11G,linkr.bio,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMCV_3AE7BD6E597F48940A495ED0%40AdobeOrg,linode.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
seerid,linode.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
Wysistat,linternaute.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_9N2G2759V8,linternaute.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
SID,litres.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ymab_param,litres.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
PHPSESSID,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
__rtbh.lid,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
__smn_fid,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cq_duid,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_37D9KYE37P,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_BXW0QNF3LK,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
snexid,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
visitor_id623891-hash,livable.co.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,livedoor.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_13MQ964QN7,livedoor.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_im_id.1015255,livedoor.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_im_vid,livedoor.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
a1_gid,livedoor.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
dc_cl_id,livedoor.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
Meta-Geo,livehindustan.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
SESSION,livehindustan.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
USER_DATA,livehindustan.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_cb,livehindustan.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_chartbeat2,livehindustan.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga,livehindustan.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_li_dcdm_c,livehindustan.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_scor_uid,livehindustan.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_sp_id.c8cf,livehindustan.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
moe_uuid,livehindustan.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
Meta-Geo,livemint.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_cb,livemint.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cc_id,livemint.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,livemint.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_scor_uid,livemint.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_sp_id.9d0c,livemint.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__rtbh.lid,liverpool.com.mx,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,liverpool.com.mx,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_0WY68EFMNB,liverpool.com.mx,False,False,False,False,potential_tracking_cookies_000000000000.csv
rxvt,liverpool.com.mx,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_19d4e52dbb,liverpoolecho.co.uk,False,False,True,True,potential_tracking_cookies_000000000000.csv
AMP_d8c8a103d7,liverpoolecho.co.uk,False,True,False,True,potential_tracking_cookies_000000000000.csv
DotMetrics.DomainCookie,liverpoolecho.co.uk,True,True,True,True,potential_tracking_cookies_000000000000.csv
TM_ga_clientId,liverpoolecho.co.uk,False,True,False,True,potential_tracking_cookies_000000000000.csv
__idcontext,liverpoolecho.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
_chartbeat2,liverpoolecho.co.uk,True,True,True,True,potential_tracking_cookies_000000000000.csv
_vf_rd_test_1747458670612,liverpoolecho.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
_vf_rd_test_1747459251471,liverpoolecho.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
_vfa,liverpoolecho.co.uk,False,True,False,True,potential_tracking_cookies_000000000000.csv
mantisid,liverpoolecho.co.uk,True,True,True,True,potential_tracking_cookies_000000000000.csv
FTR_Cache_Status,livescience.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cb,livescience.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,livescience.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_7ZGF1642HL,livescience.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_lc2_fpi,livescience.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_parsely_visitor,livescience.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_scor_uid,livescience.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_vf_rd_test_1747346262717,livescience.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_vf_rd_test_1747393565451,livescience.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_vfa,livescience.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
cto_bundle,livescience.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
permutive-id,livescience.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__q_state_8Q5gZzYPjZ1nTCQs,livestream.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_omappvp,livestream.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,livestrong.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
User-Locale,livestrong.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga,livestrong.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_KRTDZPPQKN,livestrong.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_li_dcdm_c,livestrong.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_li_ss,livestrong.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cto_bidid,livestrong.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
cto_bundle,livestrong.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
TS010ae483,localiza.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
TS01a95fde,localiza.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
__rtbh.lid,localiza.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,localiza.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
DOMAINREFERER,locaweb.com.br,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_H1S51X7KSQ,locaweb.com.br,False,False,False,False,potential_tracking_cookies_000000000000.csv
TS01e9c2a1,lockheedmartin.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga_RN6SVSR76N,lockheedmartin.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_hjSessionUser_2558627,lockheedmartin.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ABTasty,logmein.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
AMP_TEST,logos.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_dd7f0a41c5,logos.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
_ga_BSFY45PXPN,logos.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_G0JZR0EBL7,logos.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
amplitude_cookie_test,logos.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_attn_,lonelyplanet.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,lonelyplanet.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_shopify_s,lonelyplanet.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_shopify_y,lonelyplanet.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cohsn_xs_id,lonelyplanet.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
tglr_anon_id,lonelyplanet.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
tglr_tenant_id,lonelyplanet.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,loom.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ajs_anonymous_id,loom.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,loropiana.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,loropiana.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
EPID,lowes.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,lowes.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_gd1747296557840,lowes.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
akavpau_default,lowes.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
kampyle_userid,lowes.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
geolocation,luisaspagnoli.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
sid,luisaspagnoli.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
lulu_visitor_id,lulu.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
ttcsid,lulu.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ttcsid_CIIPC0RC77U5BJUODPK0,lulu.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMCV_A92B3BC75245B1030A490D4D%40AdobeOrg,lululemon.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,lululemon.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
akaalb_Shop_ALB_instance1,lululemon.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
TRINITY_USER_DATA,maariv.co.il,False,True,False,True,potential_tracking_cookies_000000000000.csv
_cb,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_chartbeat2,maariv.co.il,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga_V9V1S7PTZ8,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747591085211,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747591374058,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747591511427,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747592012982,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747621877654,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747622102049,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747622145278,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747622387486,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747622525207,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747622674182,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747623080524,maariv.co.il,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,mabanque.bnpparibas,False,True,False,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,maccosmetics.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,maccosmetics.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_WW8G5C9VYP,maccosmetics.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_uetvid,maccosmetics.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ab.storage.sessionId.cf043b73-3b44-43c6-a18a-06f7af0b0e57,maccosmetics.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
akavpau_vp_all_wr_allsite,maccosmetics.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
csrftoken,maccosmetics.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
datadome,macif.fr,False,False,False,False,potential_tracking_cookies_000000000000.csv
rxvt,macif.fr,False,False,False,False,potential_tracking_cookies_000000000000.csv
__gads,macrumors.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__io,macrumors.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,macrumors.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_RQ8YVRF045,macrumors.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
connectId,macrumors.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_scid_r,macys.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
utag_main,macys.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
JSESSIONID,made-in-china.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga,made-in-china.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cid,made-in-china.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
sid,made-in-china.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ajs_anonymous_id,madeiramadeira.com.br,False,False,False,False,potential_tracking_cookies_000000000000.csv
cookiecookie,madeiramadeira.com.br,False,False,False,False,potential_tracking_cookies_000000000000.csv
initialTrafficSource,madeiramadeira.com.br,False,False,False,False,potential_tracking_cookies_000000000000.csv
PVID,mail.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
VID,mail.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga,mail.ru,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_3354K9X74X,mail.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_8CG5FFY7MM,mail.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
b,mail.ru,False,False,True,True,potential_tracking_cookies_000000000000.csv
c,mail.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
hsid,mail.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
i,mail.ru,False,True,False,True,potential_tracking_cookies_000000000000.csv
mrcu,mail.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
p,mail.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
tmr_lvid,mail.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
tmr_lvidTS,mail.ru,False,True,False,True,potential_tracking_cookies_000000000000.csv
GMORW_UID,mainichi.jp,True,True,True,True,potential_tracking_cookies_000000000000.csv
__flux_s,mainichi.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
__flux_u,mainichi.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
__lt__cid.cc698005,mainichi.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga,mainichi.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_TWF4RDH5YQ,mainichi.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_im_id.1014416,mainichi.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pctx,mainichi.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
_pcus,mainichi.jp,True,True,True,True,potential_tracking_cookies_000000000000.csv
cX_P,mainichi.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
fw_se,mainichi.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
ARRAffinity,makecode.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
AMCV_1E0D22CE527845790A490D4D%40AdobeOrg,makemytrip.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
s_pers,makemytrip.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
_abck,makemytrip.global,True,True,True,True,potential_tracking_cookies_000000000000.csv
s_pers,makemytrip.global,False,False,True,True,potential_tracking_cookies_000000000000.csv
__aps_host,makeuseof.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__gpi,makeuseof.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_awl,makeuseof.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_lc2_fpi,makeuseof.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
articlesLimitDepth,makeuseof.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
articlesLimitRate,makeuseof.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
articlesReadPerDay,makeuseof.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
promotionVisitedLinks,makeuseof.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
MAMASTAR_PPID,mamastar.jp,True,True,True,True,potential_tracking_cookies_000000000000.csv
__gads,mamastar.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,mamastar.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_CSVSM5K04R,mamastar.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_M9TH27V0NL,mamastar.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_im_vid,mamastar.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pcid,mamastar.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pctx,mamastar.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
cX_P,mamastar.jp,False,True,False,True,potential_tracking_cookies_000000000000.csv
cto_bundle,mamastar.jp,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_19d4e52dbb,manchestereveningnews.co.uk,False,True,False,True,potential_tracking_cookies_000000000000.csv
AMP_TEST,manchestereveningnews.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_d8c8a103d7,manchestereveningnews.co.uk,False,False,True,True,potential_tracking_cookies_000000000000.csv
__idcontext,manchestereveningnews.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cb,manchestereveningnews.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cc_cc,manchestereveningnews.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
_sharedid,manchestereveningnews.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
_vfa,manchestereveningnews.co.uk,False,True,False,True,potential_tracking_cookies_000000000000.csv
mantisid,manchestereveningnews.co.uk,False,True,False,True,potential_tracking_cookies_000000000000.csv
ttcsid,manchestereveningnews.co.uk,False,False,False,False,potential_tracking_cookies_000000000000.csv
BITRIX_SM_PK,mango-office.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,mango-office.ru,False,True,False,True,potential_tracking_cookies_000000000000.csv
adtech_uid,mango-office.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
mgo_sb_current,mango-office.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
t3_sid_7731948,mango-office.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
top100_id,mango-office.ru,False,True,False,True,potential_tracking_cookies_000000000000.csv
__gpi,manoramaonline.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,manoramaonline.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_3VXSB2KG5B,manoramaonline.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_8GXL86WJHB,manoramaonline.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_8J9SC9WB3T,manoramaonline.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_LH6JD6909R,manoramaonline.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_PF3E89PCRV,manoramaonline.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_scor_uid,manoramaonline.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
ev_activeMeter,manoramaonline.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ev_result,manoramaonline.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
ev_segments,manoramaonline.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
geo_params,manoramaonline.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
l_aid,manoramaonline.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
moe_uuid,manoramaonline.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
33acrossIdFp,mapquest.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OTGPPConsent,mapquest.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,mapquest.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
_ga_8987TC57YC,mapquest.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_mq_experiment,mapquest.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_uetvid,mapquest.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
cto_bundle,mapquest.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__bs_id,marca.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
utag_main,marca.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_1BL228DNPX,marieclaire.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_parsely_visitor,marieclaire.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,marksandspencer.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
__Secure-next-auth.session-token,marksandspencer.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_cq_suid,marksandspencer.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
experimentsUserId,marksandspencer.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
mprtcl-v4_FCDBA4DA,marksandspencer.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
optimizelySession,marksandspencer.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__mpx,marktplaats.nl,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,marktplaats.nl,False,False,False,False,potential_tracking_cookies_000000000000.csv
gtm_session,marktplaats.nl,False,False,False,False,potential_tracking_cookies_000000000000.csv
luckynumber,marktplaats.nl,False,False,False,False,potential_tracking_cookies_000000000000.csv
_gd1747154272164,marriott.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
dtCookie,marriott.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
dtPC,marriott.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
dtm_token_sc,marriott.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
kndctr_664516D751E565010A490D4C_AdobeOrg_identity,marriott.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
rxvt,marriott.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,marthastewart.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
_ga,marthastewart.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cto_bundle,marthastewart.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
TS28feb364027,maryland.gov,False,False,False,False,potential_tracking_cookies_000000000000.csv
TS65016e05027,maryland.gov,True,True,True,True,potential_tracking_cookies_000000000000.csv
TSd314e06f027,maryland.gov,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_QDRQ6H1MNE,maryland.gov,False,False,False,False,potential_tracking_cookies_000000000000.csv
mdegov,maryland.gov,False,False,False,False,potential_tracking_cookies_000000000000.csv
33acrossIdTp,mashable.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cb,mashable.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_chartbeat2,mashable.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga,mashable.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_BPBF083TYP,mashable.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_lc2_fpi_js,mashable.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_li_dcdm_c,mashable.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_li_ss,mashable.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pin_unauth,mashable.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_pn,mashable.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_scor_uid,mashable.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
bounceClientVisit3441,mashable.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
cto_bidid,mashable.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cto_bundle,mashable.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,match.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ttcsid_C0MPPDD2BAPH375FL5CG,match.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
spbc_uuid,matchtv.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
tmr_lvidTS,matchtv.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,mathwarehouse.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_4NYTE2VREC,mathwarehouse.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
CVID,mathway.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
Mathway.LastSubject,mathway.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
Mathway.SaleVariant2,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pubcid_cst,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_sdsat_mathwayAuthState,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ab.storage.sessionId.b283d3f6-78a7-451c-8b93-d98cdb32f9f1,mathway.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
al_cell,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
amazon-pay-connectedAuth,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
exp,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
local_fallback_mcid,mathway.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
tkww_op,matrimonio.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,max.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
WMUKID_STABLE,max.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_QCLBQC10R6,max.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_scid_r,max.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_uetvid,max.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
psmLastActiveTimestamp,max.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
session,max.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
st,max.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga,maxoptra.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_9947P8Z1ZR,maxoptra.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
zps-tgr-dts,maxoptra.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
zpssr1747754242546,maxoptra.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
zpssr1747755116986,maxoptra.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
TAPID,mayoclinic.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,mayoclinic.org,True,True,True,True,potential_tracking_cookies_000000000000.csv
dmd-sid4,mayoclinic.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
utag_main_v_id,mayoclinic.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
JSESSIONID.42bf1075-744c-4a27-9407-dcd7c0040c07.00000000-0000-0000-0000-000000000000,mazda.eu,True,True,True,True,potential_tracking_cookies_000000000000.csv
ARRAffinity,mba.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ASP.NET_SessionId,mba.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__eoi,mba.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ASP.NET_SessionId,mccormick.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
SC_ANALYTICS_GLOBAL_COOKIE,mccormick.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
TS2b73c573027,mcgill.ca,False,True,False,True,potential_tracking_cookies_000000000000.csv
